title,appid,categories,genres,price,developer,publisher
Sprocket,1674170.0,,,,,
Project Venus.RP,1678710.0,,,,,
Rewrite+,1680000.0,,,,,
Shades of Sakura,1678140.0,,,,,
Warriors of the Nile 2,1682060.0,,,,,
The Witch's Sexual Prison,1683950.0,,,,,
A-Train: All Aboard! Tourism,1685460.0,,,,,
Advanced Rogue Intelligence Assault: Genesis,1687250.0,,,,,
Danganronpa S: Ultimate Summer Camp,1691970.0,,,,,
Baldur's Gate: Dark Alliance,1695830.0,,,,,
NinNinDays2,1698030.0,,,,,
A Sex Slave's  Love Story,1698480.0,,,,,
Sword of the Stars: The Pit 2,1698630.0,,,,,
BLACKJACK and WAIFUS,1702830.0,,,,,
Tame It!,1706850.0,,,,,
Winning Post 9 2022,1709400.0,,,,,
Hot And Lovely 4,1709460.0,,,,,
Adorable Witch 2,1709500.0,,,,,
HoneyHoneyHoney!,1709590.0,,,,,
Zoey: My Hentai Sex Doll,1716170.0,,,,,
Arkanoid - Eternal Battle,1717270.0,,,,,
Crimzon Clover World EXplosion,1718160.0,,,,,
ASTLIBRA ～生きた証～ Revision,1718570.0,,,,,
Spaceflight Simulator,1718870.0,,,,,
Old Coin Pusher Friends,1722020.0,,,,,
TRATRITLE,1731200.0,,,,,
Ark Mobius:Censored Edition,1731520.0,,,,,
DEMON GAZE EXTRA,1732340.0,,,,,
Sakura Hime,1732740.0,,,,,
Hentai Sakura 🌸🌊,1736360.0,,,,,
Treasure of Nadia,1737100.0,,,,,
STORY OF SEASONS: Pioneers of Olive Town,1392960.0,,,,,
Bikini Armour Explorers,1738520.0,,,,,
Elf Sex Farm,1738990.0,,,,,
Dimensions: Dreadnought Architect,1739650.0,,,,,
Cute Honey: Bunny Girl,1740000.0,,,,,
Last Devil,1741040.0,,,,,
My Newborn Life In A Harem,1742470.0,,,,,
"Mireille and Amrita, the Forest of Illusions",1743530.0,,,,,
Paradise Trails,1746650.0,,,,,
A Sinful Camp,1748050.0,,,,,
Voice of Cards: The Forsaken Maiden,1748660.0,,,,,
Disgaea 6 Complete,1749750.0,,,,,
BBQ Simulator: The Squad,1755350.0,,,,,
Witch Explorer,1758920.0,,,,,
The Last Hero of Nostalgaia,1766100.0,,,,,
Super Bullet Break,1767170.0,,,,,
Midnight Mahjong,1767310.0,,,,,
Of Blades & Tails,1768780.0,,,,,
Bound by Love,1770390.0,,,,,
Crypto Girls [18+] - SEXCoin,1770550.0,,,,,
COSPLAY LOVE!  Enchanted princess,1770820.0,,,,,
Virtual Maid Streamer Ramie,1770830.0,,,,,
The medical examination diary: the exciting days of me and my senpai,1770840.0,,,,,
Robolife2-Nova Duty,1777390.0,,,,,
COLLECTION of SaGa FINAL FANTASY LEGEND,1642620.0,,,,,
ドラゴンクエストＸ　目覚めし五つの種族　オフライン,1358750.0,,,,,
Dark Secrets of Showbiz,1778270.0,,,,,
Rescuing You in the Infinite Loop,1778280.0,,,,,
Harem of Nurses,1778320.0,,,,,
Stalker in black,1778950.0,,,,,
Mokoko X,1785000.0,,,,,
Wars and Roses,1786200.0,,,,,
Magical Girl Celesphonia,1786790.0,,,,,
Mirror Party,1787820.0,,,,,
Monster Girl's Labyrinth,1789470.0,,,,,
NEKO-MIMI SWEET HOUSEMATES Vol. 1,1789650.0,,,,,
Gamer Girls: Cyberpunk 2069,1793840.0,,,,,
SiNiSistar,1794780.0,,,,,
Twins Edge,1795960.0,,,,,
MAGLAM LORD,1799380.0,,,,,
Devil's Dungeon,1801470.0,,,,,
Lost: Find,1801650.0,,,,,
大富翁少女,1802860.0,,,,,
Secret Pie,1802870.0,,,,,
Yihongyuan,1802980.0,,,,,
Demon Sword: Incubus,1803960.0,,,,,
Shirone: the Dragon Girl,1805200.0,,,,,
Bikini Tits,1805250.0,,,,,
"Mommy-Goddess of Unconditional Love ~Wow, You Sure Gave It Your All Out There!~",1805260.0,,,,,
Injoku Byoutou,1806430.0,,,,,
祖玛少女,1808780.0,,,,,
GRAND CROSS: ReNOVATION,1808900.0,,,,,
DYNASTY WARRIORS 9 Empires,1341200.0,,,,,
CODE:VALKYRIE II,1810350.0,,,,,
Etrian Odyssey III HD,1810820.0,,,,,
Yokai Art: Night Parade of One Hundred Demons,1812060.0,,,,,
Scratch Girl,1814490.0,,,,,
Maid Knight Alicia,1815010.0,,,,,
CosmicBreak Gun & Slash,1815020.0,,,,,
Dungeon Defenders: Going Rogue,1815530.0,,,,,
VOIDCRISIS,1817560.0,,,,,
Battle Heroine Crisis,1817610.0,,,,,
Love Delivery,1817940.0,,,,,
Hot Springs Story,1823710.0,,,,,
Make Her Cum,1824250.0,,,,,
The Asmodian Princesses and the Witch in the Forest,1826160.0,,,,,
Golden Axe Idol,1827950.0,,,,,
Brave Princess Milia,1828950.0,,,,,
Melody's Escape 2,1829470.0,,,,,
Cafe Stella,1829980.0,,,,,
"Gunner, HEAT, PC!",1705180.0,,,,,
Pleasure Party,1830620.0,,,,,
LIP! Lewd Idol Project Vol. 1 - Hot Springs and Beach Episodes,1831050.0,,,,,
Mirror 2: Project X,1832640.0,,,,,
Neptunia x SENRAN KAGURA: Ninja Wars,1836860.0,,,,,
Legend of Ixtona,1840510.0,,,,,
Brigandine The Legend of Runersia,1843940.0,,,,,
Game Dev Story,1847240.0,,,,,
Streaming Girls [18+] - OnlyFap ●LIVE,1847990.0,,,,,
Kingdom's Life,1847600.0,,,,,
Dream Hacker,1850270.0,,,,,
Hitozuma Netori Kannrinin,1850340.0,,,,,
Would you like to run an idol café? 3,1850790.0,,,,,
River City Girls Zero,1851020.0,,,,,
Relayer Advanced,1856750.0,,,,,
Andro Dunos 2,1856900.0,,,,,
Escort Simulator 2,1857020.0,,,,,
Dungeon Village,1859360.0,,,,,
Dream House Days DX,1859370.0,,,,,
Mystwood Manor,1863670.0,,,,,
La Pucelle: Ragnarok,1866420.0,,,,,
Rhapsody: A Musical Adventure,1866430.0,,,,,
Mercenaries Rebirth,1867810.0,,,,,
Resist the succubus—The end of the female Knight,1868000.0,,,,,
 Etrian Odyssey II HD,1868170.0,,,,,
 Etrian Odyssey HD,1868180.0,,,,,
Doomsday Robot Girl,1870310.0,,,,,
 Elf World Adventure: Part 1,1874720.0,,,,,
Secret Series : BJ,1874770.0,,,,,
SQUID GIRLS 18+,1881140.0,,,,,
FALL GIRLS,1882580.0,,,,,
The Future You've Been Dreaming Of,1885130.0,,,,,
OnlyFap Simulator 💦,1886630.0,,,,,
LIP! Lewd Idol Project Vol. 2,1887630.0,,,,,
Drain Mansion,1888070.0,,,,,
Baldur's Gate: Dark Alliance II,1889930.0,,,,,
Voice of Cards: The Beasts of Burden,1890740.0,,,,,
I got a millenary cat,1894080.0,,,,,
Monster Girls and the Mysterious Adventure 2,1895860.0,,,,,
Rolling in the Maze,1899400.0,,,,,
DANGO!,1900930.0,,,,,
Ero Manager,1901340.0,,,,,
SD GUNDAM BATTLE ALLIANCE,824550.0,,,,,
Al-Qadim: The Genie's Curse,1904640.0,,,,,
D&D Stronghold: Kingdom Simulator,1904650.0,,,,,
Gloomgrave,1907000.0,,,,,
Lunar Mirror,1910790.0,,,,,
Lost Fleet,1911780.0,,,,,
The Fantasy World of Mahjong Princess,1912340.0,,,,,
Adorable Witch 3,1913490.0,,,,,
VR NSFW,1915340.0,,,,,
Ninja Village,1918520.0,,,,,
Pocket Stables,1918530.0,,,,,
The Ramen Sensei,1918540.0,,,,,
Fallen Legion Revenants,1921340.0,,,,,
Pocket Academy,1921760.0,,,,,
The Manga Works,1921770.0,,,,,
The Sushi Spinnery,1921780.0,,,,,
Venture Towns,1923670.0,,,,,
Mega Mall Story,1923680.0,,,,,
Pocket League Story,1923690.0,,,,,
Meowtopia: Expedition,1923820.0,,,,,
ISEKAI FRONTLINE,1924140.0,,,,,
MILF Conditioning,1924680.0,,,,,
StudioS Fighters: Climax Champions,1924820.0,,,,,
HOBGOB ～Please Save Me～,1924990.0,,,,,
Rich Lady's Slave Role Play,1925010.0,,,,,
Estella's Nightmare: Sealed Space and a Succubus's Curse,1925210.0,,,,,
Gold Wiper,1926870.0,,,,,
Real Feel,1927920.0,,,,,
Secret Camera,1928500.0,,,,,
Lost2,1930640.0,,,,,
Miko no Kanata: Curious Tales from Oguni Shrine -Cycles-,1931440.0,,,,,
Attacker-chan!,1931510.0,,,,,
Let's Play! Oink Games,1933490.0,,,,,
Demons Roots,1933660.0,,,,,
Anime Studio Story,1933970.0,,,,,
Pool Slide Story,1933980.0,,,,,
Burger Bistro Story,1933990.0,,,,,
Taiko Risshiden V DX,1842810.0,,,,,
Kamifuda,1937720.0,,,,,
Roll Player,1939940.0,,,,,
Higurashi When They Cry Hou - Rei,1941110.0,,,,,
Super Alloy Ranger,1944060.0,,,,,
Hana no No ni Saku Utakata no,1944250.0,,,,,
Queen's Wish 2: The Tormentor,1947750.0,,,,,
beat refle,1947940.0,,,,,
Boxing Gym Story,1947950.0,,,,,
Claris the Princess Knight,1948920.0,,,,,
March to a Million,1952160.0,,,,,
Cafeteria Nipponica,1952170.0,,,,,
SD Shin Kamen Rider Rumble,1953070.0,,,,,
Armored Lab Force VULVEHICLES,1957590.0,,,,,
Overrogue,1960800.0,,,,,
CHAOS;HEAD NOAH,1961950.0,,,,,
RitualSummon,1962450.0,,,,,
Ohupako Tyoukyou Haisinn,1963410.0,,,,,
Ijiaru Oneesann No Otsumami 2,1963440.0,,,,,
Sexy Mystic Survivors,1964360.0,,,,,
MAGICAL ANGEL FAIRY HEART,1965370.0,,,,,
Fairy Biography,1967320.0,,,,,
捉妖物语/Monster Girl,1967450.0,,,,,
Only Furry 18+,1968820.0,,,,,
Scarlet Maiden,1968840.0,,,,,
Super Hero Flash Fist,1969960.0,,,,,
paradise of desire,1972550.0,,,,,
Incubus,1973080.0,,,,,
HAITENAI RPG,1975340.0,,,,,
Grand Prix Story,1978100.0,,,,,
Gamer Girls: Dating Sim,1978610.0,,,,,
Archmage Ricka,1981500.0,,,,,
Forest Camp Story,1983690.0,,,,,
Mega Mall Story 2,1983700.0,,,,,
Drago Noka,1984790.0,,,,,
Kinkoi Golden Time,1985260.0,,,,,
Nympho's Path,1985610.0,,,,,
JoJo's Bizarre Adventure: All-Star Battle R,1372110.0,,,,,
LOLLIPOP: SUMMER!,1986550.0,,,,,
Phantom Tentacle,1990260.0,,,,,
Nightmare Hunter,1999910.0,,,,,
Moving in with My Step-sister,1994010.0,,,,,
Omni Magic!,1994450.0,,,,,
Sakura Hime 3,1996210.0,,,,,
Insect Swarm,1999170.0,,,,,
Dual Universe,2000270.0,,,,,
Yakiniku Simulation,2001570.0,,,,,
Raiden IV x MIKADO remix,2002850.0,,,,,
Metal Flame,2004390.0,,,,,
Fallen Bride Mege,2007930.0,,,,,
The True Love Rings,2010370.0,,,,,
FIGHTING GIRL SAKURA-R,2013060.0,,,,,
Adorable Witch 4 ：Lust,2016370.0,,,,,
Sakura Gym Girls,2017640.0,,,,,
World Cruise Story,2019360.0,,,,,
Oh! Edo Towns,2019370.0,,,,,
Pocket Harvest,2019380.0,,,,,
Sakura Alien 2,2021690.0,,,,,
Sakura Succubus 7,2021710.0,,,,,
Miss Neko 3,2022180.0,,,,,
Pocket Clothier,2050540.0,,,,,
Magazine Mogul,2054800.0,,,,,
Tennis Club Story,2054810.0,,,,,
Desktop Girlfriend,2055220.0,,,,,
Hero's Journey,2069640.0,,,,,
Pocket Arcade Story,2072130.0,,,,,
Epic Astro Story,2072140.0,,,,,
Kairobotica,2072150.0,,,,,
Shiny Ski Resort,2072170.0,,,,,
Beastie Bay DX,2072420.0,,,,,
Holy Paladin Cynthia,2073570.0,,,,,
8-Bit Farm,2074810.0,,,,,
少女妖精弹珠台 Elf Girl Pinball,2074890.0,,,,,
Phantom Alchemy ~Silvia's Dynamic Urban Planning~,2074940.0,,,,,
Hot And Lovely 5,2078120.0,,,,,
OnlyFap Simulator 2 💦,2082170.0,,,,,
universe_treasure,2083690.0,,,,,
Home Run High,2084720.0,,,,,
Gold Drill,2084820.0,,,,,
Women's Prison,1706650.0,,,,,
Curse of Black Bone,2086150.0,,,,,
Angel's Awakening,2086970.0,,,,,
Hot Springs Story 2,2089450.0,,,,,
Gamer Girls: Futanari,2091160.0,,,,,
Pinch of Fighting Girls,2092260.0,,,,,
Theseus Protocol,2095290.0,,,,,
The Pyraplex,2101280.0,,,,,
Biz Builder Delux,2102480.0,,,,,
Apex Point,2102520.0,,,,,
Yggdra Union,2107860.0,,,,,
JR EAST Train Simulator,2111630.0,,,,,
Takoyaki Party Survival,2114370.0,,,,,
Zodiac fantasy 2,2116890.0,,,,,
VDoll,2122110.0,,,,,
Handyman Legend,2127010.0,,,,,
Romancing SaGa -Minstrel Song- Remastered,1793030.0,,,,,
Knights of Pen and Paper 3,2129470.0,,,,,
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom,1492730.0,,,,,
Kris and the City of Pleasure,2130680.0,,,,,
The Lord of Isekai Brothels,2136820.0,,,,,
Hentai Survivors,2138510.0,,,,,
Magical Girl Clicker,2142540.0,,,,,
Cosplay Collection,2149070.0,,,,,
Lunar Mirror:The Pavilion of Desire,2157680.0,,,,,
Hand Simulator: Rendezvous,2158730.0,,,,,
Emilia's PLAYROOM,2162520.0,,,,,
Acretia - Guardians of Lian,2164200.0,,,,,
The Survival of Sarah Rose,2166470.0,,,,,
Project: Mirror,2171840.0,,,,,
Fairy Biography2：Confidante,2172510.0,,,,,
Glory & Miserable Survivors DX,2178330.0,,,,,
OnlyFap Simulator 3 💦,2179630.0,,,,,
Talent Club ~ Match 3 Puzzle,2183230.0,,,,,
Under the Sky World,2185760.0,,,,,
Princess Cage,2187060.0,,,,,
To Be or Not to Be,324710.0,,,,,
OnlyFap Simulator  4 💦,2196420.0,,,,,
Pocky & Rocky Reshrined,2200580.0,,,,,
Girl Fantasy,2203030.0,,,,,
Hot And Lovely ：Charm,2206150.0,,,,,
Forbidden Love with My Wife's Sister,2222860.0,,,,,
SAMURAI MAIDEN,1952250.0,,,,,
Oedo Trigger!!,2236900.0,,,,,
Sweets Pusher Friends,2241910.0,,,,,
Rogue Station,2247820.0,,,,,
Sunrider 4: The Captain's Return,2251620.0,,,,,
GirlFriend VR,2257400.0,,,,,
Grand Theft Auto III - The Definitive Edition,1546970.0,,,,,
Grand Theft Auto: Vice City - The Definitive Edition,1546990.0,,,,,
Grand Theft Auto: San Andreas - The Definitive Edition,1547000.0,,,,,
FATAL FRAME / PROJECT ZERO: Mask of the Lunar Eclipse,2130460.0,,,,,
Caroline's Fantasies,2291690.0,,,,,
Physical Layer,2298210.0,,,,,
Mosby's Confederacy,17180.0,,,,,
Character Creator - Graphics Pack,316630.0,,,,,
NEED FOR MADNESS ?,343330.0,,,,,
Spectrum: First Light,346430.0,,,,,
Tower of Eglathia,351220.0,,,,,
Mondly: Learn Languages in VR,1141930.0,,,,,
Yugo Puzzle,1693260.0,,,,,
Luxor: Amun Rising,15910.0,,,,,
The Office,2003620.0,,,,,
Luxor,15970.0,,,,,
Money Tree,15980.0,,,,,
Gemsweeper,16090.0,,,,,
Penguins' Journey,32130.0,,,,,
Death and the Fly,41680.0,,,,,
Ray's The Dead,251650.0,,,,,
The Girl and the Robot,270070.0,,,,,
Ohmicide,279280.0,,,,,
Undead Overlord,291370.0,,,,,
Counter Spell,351230.0,,,,,
Garbage Day,368860.0,,,,,
Animated Puzzles,379610.0,,,,,
Maximum Override,389220.0,,,,,
MaximumVR Demo,442700.0,,,,,
Bear Simulator,395850.0,,,,,
Super Bomb Rush!,397810.0,,,,,
Timber and Stone,408990.0,,,,,
Bullet Heaven 2,412670.0,,,,,
Halloween Forever,425650.0,,,,,
Tasty Planet: Back for Seconds,445110.0,,,,,
Ke-Tsu-No-Ana,472830.0,,,,,
Long Gone Days,510540.0,,,,,
Hexters,377320.0,,,,,
Gone with the Demon,529790.0,,,,,
AIRHEART,531180.0,,,,,
Idle Evolution,577730.0,,,,,
Alien Insanity,598350.0,,,,,
Rescue Quest Gold,618370.0,,,,,
Spring Bonus,619930.0,,,,,
Industrial Petting,676510.0,,,,,
Shadow of Loot Box,764590.0,,,,,
ITTA,775580.0,,,,,
ARMORED HEAD,805590.0,,,,,
Masters of Puzzle,810360.0,,,,,
EONIA,826180.0,,,,,
Pixel Game Maker MV,837510.0,,,,,
Touhou: Scarlet Curiosity,845880.0,,,,,
Jewel Match Solitaire,886070.0,,,,,
Jewel Match Twilight Solitaire,918670.0,,,,,
Jewel Match Solitaire 2 Collector's Edition,1035770.0,,,,,
Paradox Vector,1051840.0,,,,,
The World is Your Weapon,1056490.0,,,,,
Onirism,1057640.0,,,,,
Dream Engines: Nomad Cities,1076750.0,,,,,
Sapper - Defuse The Bomb Simulator,1083070.0,,,,,
Smelter,1094540.0,,,,,
Chains of Fury,1121320.0,,,,,
Project RIP,1131400.0,,,,,
LABYRINTH OF TOUHOU - GENSOKYO AND THE HEAVEN-PIERCING TREE,1131920.0,,,,,
Time To Stop Time,1132970.0,,,,,
Trepang2,1164940.0,,,,,
ANNIE:Last Hope,1174390.0,,,,,
NABOKI,1177130.0,,,,,
QT,1182830.0,,,,,
Rain on Your Parade,1213230.0,,,,,
Mechanica,1226990.0,,,,,
TOMOMI,1229530.0,,,,,
Monuments Flipper,1257280.0,,,,,
Wanted Raccoon,1320100.0,,,,,
Cassette Beasts,1321440.0,,,,,
Scrapnaut,1323900.0,,,,,
Real Heroes: Firefighter HD,1333700.0,,,,,
McPixel 3,1338580.0,,,,,
Spaceflux,1344440.0,,,,,
White Hell,1378360.0,,,,,
INTERASTRA,1419980.0,,,,,
ElecHead,1456880.0,,,,,
Epic Battle Fantasy Collection,1469620.0,,,,,
Berzerk Flashback,1505700.0,,,,,
NKO DICE,1510950.0,,,,,
Press Ctrl,1533050.0,,,,,
Fi da Puti Samurai,1534340.0,,,,,
WW2 Rebuilder,1573280.0,,,,,
The Last Stand Legacy Collection,1615100.0,,,,,
REKKR: Sunken Land,1715690.0,,,,,
LIBLADE,1736300.0,,,,,
The Knight Witch,1872680.0,,,,,
Seraph's Last Stand,1919460.0,,,,,
Tumbleweed Destiny,1929360.0,,,,,
Hatsune Miku Logic Paint S,2089350.0,,,,,
The Bible,2167220.0,,,,,
Bleak Sword DX,2193050.0,,,,,
Drawn: The Painted Tower,51060.0,,,,,
Reversion - The Return,281080.0,,,,,
OZMAFIA!!,303290.0,,,,,
Empress of the Deep 3: Legacy of the Phoenix,315530.0,,,,,
My Secret Pets!,447180.0,,,,,
The Men of Yoshiwara: Ohgiya,447200.0,,,,,
The Adventures of Fatman: Intergalactic Indigestion,1304100.0,,,,,
Root Letter,543240.0,,,,,
Animallica,638850.0,,,,,
Card Hog,1163740.0,,,,,
Garden Simulator,1403310.0,,,,,
Hentai Day - Ringsel in Troubles,1537740.0,,,,,
Godspell Defender,1580460.0,,,,,
Project Sparrow,1461600.0,,,,,
The Great Gatsby: Secret Treasure,376490.0,,,,,
RutonyChat,524660.0,,,,,
In Vitra,563270.0,,,,,
Weather Lord: In Search of the Shaman,637940.0,,,,,
Cyberoque,688370.0,,,,,
Harmonium,712890.0,,,,,
Prison Bomber,772450.0,,,,,
CONTAINMENT,783250.0,,,,,
Movavi Video Suite 17,795630.0,,,,,
Fetish Locator Week Two,1684170.0,,,,,
Battle Nations,251670.0,,,,,
Eternal Fate,317780.0,,,,,
MoW: Face Off M,323900.0,,,,,
With Your Destiny,360700.0,,,,,
VROOM: Aerie,375190.0,,,,,
Metal Assault,570850.0,,,,,
Woeful Woebots,450630.0,,,,,
Bazaar,455230.0,,,,,
Andromedum,457660.0,,,,,
Technolust,379670.0,,,,,
Ricerca VR,465310.0,,,,,
Rescuties! VR,468110.0,,,,,
RollerGirls From Beyond,470490.0,,,,,
Moonshot Galaxy™,471160.0,,,,,
bloxyz,475050.0,,,,,
L U N E,485880.0,,,,,
Child of the Wind,490040.0,,,,,
Elena,513860.0,,,,,
Relativity,516550.0,,,,,
Virtual Escape: The Play Room,522710.0,,,,,
Cockroach VR,525910.0,,,,,
Hot Sugar Presents The Melody of Dust,527110.0,,,,,
PITCH-HIT ARCADE,527580.0,,,,,
Basketball Babe VR,528990.0,,,,,
Killing Zombies,534440.0,,,,,
Pen Island VR,535010.0,,,,,
BUSTED!,535150.0,,,,,
Dwingle B.O.T,535650.0,,,,,
Marlene Act 1 Betwixt,536530.0,,,,,
The baron got you again,538050.0,,,,,
A-Escape VR,538330.0,,,,,
Dead Hungry,538710.0,,,,,
Deckbound Heroes (Open Beta),540160.0,,,,,
EscapeVR: The Basement,552060.0,,,,,
Doomsday Survival:Training,552230.0,,,,,
Keep Watching,552630.0,,,,,
One Of The Last,550360.0,,,,,
Tiles & Tales,553030.0,,,,,
"Welcome Home, Love",553050.0,,,,,
OneManVurgeR,555170.0,,,,,
Housekeeping VR,556520.0,,,,,
Locked In VR,562320.0,,,,,
VR the Anime Girls Method / 全豚に告ぐ！これで痩せなきゃお前は終わりだ！,563160.0,,,,,
The Jigsaw Puzzle Garden,566580.0,,,,,
Beats Fever,566780.0,,,,,
Brush Up VR,567840.0,,,,,
Treehouse Basketball,568600.0,,,,,
RoboCritters,569350.0,,,,,
ZombieFight VR,569640.0,,,,,
Deathlike: Awakening,570230.0,,,,,
Solitaire VR,570590.0,,,,,
Alcatraz: VR Escape Room,573270.0,,,,,
Chocolate,575420.0,,,,,
2017 VR,575600.0,,,,,
Home Tech VR,576230.0,,,,,
VR: The Puzzle Room,576620.0,,,,,
Atramentum VR,577780.0,,,,,
Warface Turkey,585030.0,,,,,
Knightfall™: Rivals,587460.0,,,,,
Constricted VR,589110.0,,,,,
Eye of the Temple,589940.0,,,,,
Keep Balance VR,595070.0,,,,,
VR2: Vacate 2 Rooms,595300.0,,,,,
Princess Kidnapper 2 - VR,595990.0,,,,,
Aloha Paradise Hotel,598820.0,,,,,
Mister Mart,599180.0,,,,,
OK Bob,600650.0,,,,,
Storm Riders,604190.0,,,,,
SHOW MUST GO ON,604300.0,,,,,
Age of Heroes: Conquest,599060.0,,,,,
Paper Toss VR,605860.0,,,,,
Tanki X,607200.0,,,,,
Earthquake Simulator VR,607590.0,,,,,
Frontier VR,608190.0,,,,,
Phantasma VR,608870.0,,,,,
A Lost Room,613040.0,,,,,
Blackjack Bailey VR,613330.0,,,,,
Personal Disco VR,618350.0,,,,,
Virtually Impossible,621780.0,,,,,
3on3 FreeStyle,624910.0,,,,,
Heroes of Arzar,628190.0,,,,,
Apex,630630.0,,,,,
Puppy Doge VR,635190.0,,,,,
VR SUSHI BAR,636590.0,,,,,
Zombie Riot,639460.0,,,,,
The Murder Room VR,642700.0,,,,,
Mortal Blitz,643610.0,,,,,
ProjectM : Daydream,646310.0,,,,,
Game of Emperors,647430.0,,,,,
Crisis Action VR,648070.0,,,,,
TinkerQuarry,651280.0,,,,,
Batter Up! VR,647990.0,,,,,
Manifest 99,664450.0,,,,,
Slasher VR,674160.0,,,,,
Kingdom City Drowning Ep1 - The Champion,675510.0,,,,,
VR Escape The Puzzle Room,676690.0,,,,,
The Stone,676990.0,,,,,
HATCHICK,677190.0,,,,,
Buried Alive VR,678830.0,,,,,
The Awakening,687280.0,,,,,
Duel of Summoners : The Mabinogi Trading Card Game,688430.0,,,,,
The Museum of ThroughView,689210.0,,,,,
Wingless,691570.0,,,,,
Casinopia: The Blackjack,692060.0,,,,,
"House Dating VR: Cute Korean Girl, Sehyun",696470.0,,,,,
A Writer And His Daughter,698520.0,,,,,
WackIt,698570.0,,,,,
Broken Ground,708420.0,,,,,
Mortars VR,711440.0,,,,,
Warmonger,718790.0,,,,,
EGE DistantPlanet NonXXX,720950.0,,,,,
Breach of Contract Online,681160.0,,,,,
Virtual Reality Girls,752050.0,,,,,
Guns&Notes,781320.0,,,,,
Purgatory Fell,786390.0,,,,,
varBlocks,796760.0,,,,,
Breach of Contract Reloaded,811750.0,,,,,
DDS (D.I.Y Drone Simulator) Demo,813200.0,,,,,
Catify VR,815320.0,,,,,
LOVE Obsession VR,816580.0,,,,,
Humble Pie,836300.0,,,,,
Together,841300.0,,,,,
Grimmwood Open beta,850290.0,,,,,
18 Floors,855320.0,,,,,
The Cooking Game VR,857180.0,,,,,
RuneTech,857890.0,,,,,
Tango 5 Reloaded : Grid Action Heroes (Open Beta),861810.0,,,,,
Anderson,863220.0,,,,,
Sexbot Quality Assurance Simulator,868380.0,,,,,
Football Manager 2019: The Hashtag United Challenge,884830.0,,,,,
Scavenger,2329980.0,,,,,
ELSWORD JAPAN,1011810.0,,,,,
MarineVerse Cup,1035320.0,,,,,
Zup! Arena,914160.0,,,,,
Helios,1047640.0,,,,,
Gump,1394400.0,,,,,
PAGAN PEAK VR,1059430.0,,,,,
Dark Fantasy 2: Jigsaw Puzzle,1071330.0,,,,,
Steambirds Alliance Open Beta,1047410.0,,,,,
My Name is You and it's the only unusual thing in my life,1118840.0,,,,,
EVE Aether Wars - Tech Demo,1165670.0,,,,,
Bondage Girl,1553580.0,,,,,
Iron Blood VR,1162900.0,,,,,
Zooma,1214410.0,,,,,
Robotics in VR,1774930.0,,,,,
Granado Espada Japan,1219160.0,,,,,
Stocksynd House,1222600.0,,,,,
LastCloudiaTc,1499560.0,,,,,
Operator,1440880.0,,,,,
PumPum,1595290.0,,,,,
Skydome,708550.0,,,,,
Rabbit Hole,2303130.0,,,,,
Ficket,1634680.0,,,,,
cyubeVR,619500.0,,,,,
Coaster,773930.0,,,,,
THE LAST PLAYER,1015610.0,,,,,
Content Creator Simulator,811250.0,,,,,
Inside Jennifer - Season 1,1754860.0,,,,,
Blind Boris,789930.0,,,,,
Aselia the Eternal -The Spirit of Eternity Sword-,445420.0,,,,,
A Healer Only Lives Twice,453300.0,,,,,
CyberThreat,1395040.0,,,,,
Vestaria Saga I: War of the Scions,694770.0,,,,,
Sandwich Sudoku,1117310.0,,,,,
Wobbly Life,1211020.0,,,,,
Chess Sudoku,1250560.0,,,,,
Democracy 3 Africa,427470.0,,,,,
Take Command - 2nd Manassas,392330.0,,,,,
LOGistICAL: Chile,706390.0,,,,,
Floppy Knights,1057800.0,,,,,
Foretales,1170080.0,,,,,
Cut the Rope,223280.0,,,,,
LOOP: A Tranquil Puzzle Game,370150.0,,,,,
Dogs Organized Neatly,1597730.0,,,,,
Sudocats,1725640.0,,,,,
Zodiacats,1817000.0,,,,,
A Castle Full of Cats,2070550.0,,,,,
The History Channel: Civil War,2680.0,,,,,
Soldier of Fortune: Payback,7980.0,,,,,
The History Channel: Battle for the Pacific,10040.0,,,,,
Shrek Forever After ,42660.0,,,,,
Call of Duty®: Black Ops Cold War,1985810.0,,,,,
Call of Duty®: Vanguard,1985820.0,,,,,
Call of Duty®: Modern Warfare®,2000950.0,,,,,
Bitmap2Material,246600.0,,,,,
Tinertia,311930.0,,,,,
Heroes Rise: The Prodigy,299540.0,,,,,
Heroes Rise: The Hero Project,304290.0,,,,,
Heroes Rise: HeroFall,312300.0,,,,,
Volo Airsport,329190.0,,,,,
Substance Designer 5,330160.0,,,,,
Zeuxis : procedural texture generator,366550.0,,,,,
Patchman vs. Red Circles,378410.0,,,,,
Exile's End,382130.0,,,,,
Substance Designer 6,449380.0,,,,,
Substance Painter 2,454510.0,,,,,
Riverbond,459370.0,,,,,
A Gummy's Life,585190.0,,,,,
FOX n FORESTS,603400.0,,,,,
Paradiddle,685240.0,,,,,
Skelly Selest,685400.0,,,,,
The Song of Saya,702050.0,,,,,
Substance Designer 2018,746470.0,,,,,
Mary Skelter: Nightmares,837610.0,,,,,
STAB STAB STAB!,1026130.0,,,,,
Himno - The Silent Melody,1079230.0,,,,,
Wanna Survive,1084480.0,,,,,
Brume,1119800.0,,,,,
Sokpop S01: Bombini,1135040.0,,,,,
